	none - did nothing to help allergies. i just had a dryer, more painful version of my allergies with new allergies/irritations developing on top of my original ones. this stuff is dangerous and the side effects that many people are experiencing are not listed on the package. a class action lawsuit needs to happen.	took one 10 mg pill nightly.
	"My father was put on this drug to fend off temporary, situational anxiety when his wife developed alzheimer's and was not looking after the finances properly.  It helped him to sleep better.  In the meantime, our family helped them sort out the financial mess his wife had created in her confusion.  



His anxiety ended but the doctor forgot to take him off the drug at the end of the 4 month period of effectiveness."	"Due to a recent mix up at the pharmacy, my father was accidentally withdrawn from the drug and suffered a terrible withdrawal.  After 10 days without oxazepam, his memory improved but the doctor put him right back on it.  I have since tried to get the doc to take him off.  His answer?  What's the point at his age.  Why not just let him drift away in a foggy twilight.  



I love my dad and think he deserves better so I'm fighting this situation, but meanwhile my father wakes up each day wondering why he is on an advanced alzheimer's ward when he has no symptoms beyond drug induced short term memory loss."
	NONE!!!	Slowly declined dosage and am NOW EFFEXOR XR FREE!!!!!!!
	The Premarin did reduce the frequency and severity of hot flashes and night sweats.  From that perspective, the drug was somewhat effective.  However, the side effects were devastating and worse than dealing with the menopausal symptoms.  It took me two years to discern that the problems I encountered were attributable directly to the Premarin.	The doctor put me on the maximum dosage because I was "young" for menopause.  Did not test estrogen levels either before beginning treatment or after starting the HRT.  I simply took one Premarin pill per day, every day.
	there were no benefits. i had severe side effects. . the medication helped the headaches for a short amount of time but the side effects outweighed the benefits. i call it the stupid medicine because i literally turned stupid after using it.	i was to take one pill daily for the maintence of migraine headaches. i never could progress to the higher does to see if it helped b/c the side effects on the low dose was terrible
	lessening of fungus	I was to take 400 mg daily, but could not handle that. After letting the drug dissipate out of my system, I resumed it at very low doses (25-125 mg daily) plus herbal and homeopathic remedies. This finally, after several months, got rid of the fungus.
	On the fist day I experienced symptoms such as shortness of breath but the drug seemed to take affect the next day. When I took the drug on the second day I expereinced an increased heartrate and other symptoms such as the ones I listed above.	2 pills taken daily. Thank God I did not or I would be in the hospital.
	i cant list very many benefits because my expierience was so bad that i would rather have been dead than have been forced to have taken this pill every day for 3 to 4 years	it sucked. sure i didnt have ADHD but i also felt as though i lost my soul in the proccess. i became so depressed i actually began to feel like a shell
	It did lower my blood presure, but the 25mg dose that I was taking was too strong for me.	25mg once a day, then 12.5, and now 6.5 until im off. I'm hoping that I can start a natural approach to lowering my BP, because this medicine has made cmy health worse
	none - ended up in emergency room	Went to urgent care while on vacation for upper respiratory infection.  Was given Ceclor even though I am allergic to penicillin, but I was unfamiliar with drug and away from my regular pharmacist.  Don't know if I felt better (cold/cough - wise) becasue my drug reaction was so severe I was in bed for days.
	Slight alleviation of PHN pain.	Standard treatment, 1st day 1 pill, 2nd day two, 3rd and thereon 3. The side efects started with the first pill and just steadily got worse to the point of suicidal thoughts. Even after being off the drug, the irritability and negative attitude have lingered, hopefully not permanently.
	stopped the heartburn	I think the drug should be removed from the market, accept for severe cases of GERD , and, patients should only be on them for a couple weeks..otherwise, they should be told they will be on them the rest of their lives--they should never be allowed OTC...why do you think Prilosec has that new commercial out, "let your doctor do his job"? Because everyone is complaining that they cannot get off of it now...
	Able to curb appetite; lose weight effectively for the 1st two week; feeling energetic at the initial stage	As prescribe, i was to take one every morning before food.
	Initially did help with sleep. Over time tolerance developed and depression and grogginess ensued.	Withdrawal had to be done very slowly over several months. I would NEVER use benzodiazepines ever again. They are for single use only. Have since learned that even after a few days use there can be rebound effects. These drugs are dangerous. Period.
	The leg clot would not extend nor would other clots form, potentially causing death.	Treatment included 2months of heparin injections in abdomen.  Coumadin was given daily after the injections were stopped, at 6mg. The discontinuation of this medication caused an extension of the clot and re-admittance to hospital and another drug for blood thinning was given.   Eventually, 6 months later, a doctor prescribed a compression stocking, which helped dramatically with swelling and pain.  The Syntron blood thinner had no noticeable side-effects.  Except possibly a still reduced libido.
	none	Horrible. People thought I made it all up. They denied this medication could make anyone sick so they continuously put me on more.
	None.  It didn't help me sleep.  I was cranky the next day, depressed, and tired.	My doctor gave me some samples for insomnia.
	none whatsoever as i was only on it for 6 months . I had no nhealth problems prior to taking this drug to help my bone density, it nonly created havoc with my previous good health.	one pill once a week
	In the beginning my seizures seemed to decrease, however at the time I was also on Depakote and Diamox as well as valium for right temporal lobe epilepsy; my doctor added keppra before he started weaning me off the depakote and diamox. I was feeling a lot better on all those meds. Then just the Keppra.	I started on Keppra in Feb. '09, at first I thought it was the miracle drug. Boy was I wrong! At the time I was also on Depakote, Diamox and valium. First the Doctor added Keppra and began weaning me off the Depakote ER 500mg pm. 250mg. am. It took awhile to get off Depakote because I kept having effects from being weaned off it after being on it for 25 years. Then a few months later he started to wean me off of diamox, which I stopped a week ago, after a long process of being weaned off that drug. Now on Keppra alone with valium, I feel horrible and no heip from my Neurologist. I feel completely alone and with no help in sight!
	It did help to control bladder infections.	After suffering numerous bladder infections, it was determined that I needed longterm antibiotic treatment to get the problem under control. Six months of Keflex. Because this was 25 years ago I am not sure of the dosage.
	small improvement in chloresteral level	Stopped taking zocor after side effects became unmanageable
	Decreased the number of acne lesions.	"I have been taking minocycline 100mg twice a day. At first I had no side effects what so ever. However after a week I started heaving headaches and they gradually got worse. It was when I started having neck pains, I stopped using Minocycline. Although I stopped using it, I never thought the pains were due to it - I thought it was from going out right after the shower which I often do. That same night I woke up with hives appearing in my body and towards the end of the day, my face got swollen (eyes and my inner lip.) At first I thought it was a food allergy, went to the doctor and got a full blood test (White blood cells, red cells, cholesterol, sugar, full allergy, almost everything.)



During the waiting period of my results (took about a week and a half) I was taking steroid pills for allergies and I got back to normal within 5 days. On the 8th day, I was like hmm lets take minocycline again, I wanna be proactive and not break out on acne again. I took one pill at night after 8 days of not using it, and the next day I got itchy hands and a few hives and then I realized it was the minocycline that I was reacting to. Luckily I only took one pill and over the counter allergy medicine such as zyrtec got rid off my itchiness and I am back to normal again.







So around 8-9 days later after I gave blood, the results came to my doctor. To my surprise everything came normal no allergies what so ever, no pollen, no nuts, no nuts, no dust completely NO ALLERGIES. My Red Blood cell count along with hematocrit came a little high but nothing else.



I am almost confident to say that minocycline was what I was reacting to and my doctor told me to stop taking it."
	To treat add.  To releave sudden impulsive behavor.  To help me focus on things that I had to do.  To help me retain information that I was studing in school.  To help me stop putting things off that were important for me to finish.  To help improve my relationships.	I woke up every morning a took 1 20mg tab with a full glass of water.  Then, throughout the day I would have to make myself drink water and eat.  I had lost all desire to eat or drink until around 8 or 9pm that day.  I would have obsessive thoughts and couldn't stop working on something until it was finished.  This meant even if I really needed to stop and do something else I couldn't.  I called my doctor and explained this and he switched me to adderall 10mg without extended release.  This has been much better.  However, I still have some obsessive behavor.  I have never been dx or tx for OCD.
	None.  My LDL level did not drop.	Cholesterol levels are high with genetic factors.  LDL  170, HDL 80, total 276.  The cardiologist used Vytorin as first and only treatment.  My diet contained <20% fat intake, almost no saturated fat.  I had pain in my legs within weeks, informed the doctor who checked my ck levels.  Lab showed "within normal range" and I was told to resume the vytorin.  Within 3 weeks the pain was unmanagable, so I called the doctor again.  The nurse said I had to put up with a little discomfort but I insisted on another lab.  Lab resulted in ck levels of 480, I was told to stop the vytorin and drink a lot of water.  I changed cardiologist at that time.
	releved pain for 1 hour but then has no more effect and caused pain not reileif possibly ebcause of `the fast i had high blood pr1essure but did not read it has high sodium, (low sodium diet for over 3 years)	????
	none	Not sure of any details, since it was during surgery and I was not awake.
	There were no benefits that I could perceive.  The hairloss continued but worst of all the side-effects from this drug are severe and permanent.  This is very disturbing!	This drug should NOT be on the market!
	NONE	"within 48 hr I experience extreme abdominal pain. I developed C.Difficile and was in agony.

It wiped out all the good bacteria in my system and I also developed drug induced pneumonia.

Subsequently I was given other antibiotics to combat the pneumonia and I became so dilirious that I almost died.



ps Also, I am allergic to PCN.--anaphylactic shock."
	There were no benefits to this treatment.	Take 2 pills every 4 to 6 hrs. for pain.  Not to exceed 8 pills
	None.  This product as all prescription and nonprecriptions products that are available in the USA have offered no relief whatsoever from the flushing of Rosacea and extremely sensitive skin.	My dermatologist doctor has yet to find something to help me.  I have also had laser treatments that are suppose to calm the skin but to no avail.  There is a new medication out that is like doxycycline but is suppose to help the redness of Rosacea.  I can't remember the name of it.  But I tried that also and was on it for two months.  With no improvement, the doctor stopped me taking it.
	I didn't feel my joint pain after taking this, I think because I was too bothered by the side effects.	I would much ranther have the joint pain, then go through this stomach pain ever again.  I've stopped using this and would not recommend it to anyone.
	Reduced swelling and pain after about two days.  Then on the third day, started to get stomach cramps that settled into lower right abdomen.  Initial injection on Monday night, cramps by Thursday noon, emergency room Thursday night, appendix removed Saturday morning.	50mg pen injection.  Of course did not continue with Enbrel treatment.
	to eliminate sores on stump and siezures	I put some of Mary Kay night solution on my stump on it and low and behold it was almost cleared up over night. Would love to tell you more about it. Reach me at my e-mail address: coleensundberg@gmail.com or my home phone 218-346-6987. My daughter started selling Mary Kay, Thank you sincerely, Coleen Sundberg, Perham, MN 56573
	the bacterial infection was treated effectively.	i was treated for a UTI with ciprofloxacin first; i took the medicine as prescribed exactly. within two days i started having symptoms described above. the doctor told me to switch to tequin, an analogue. the same effects occurred, only more severely this  time. i had to stop the medication after a few days, or it felt like i would have to go to the emergency room. i felt like i was dying. the week that i was on these drugs was enough to cure the UTI however. i recovered from the symptoms after about 5 days after stopping the meds.
	It did get rid of my headache.	none
	Became addictive .. Docs never told anything that it should only be used very short term, less then two weeks!  The then become addictive. Not only that, the told me nothing of side affects, nor tolerance withdrawals, nor, you need to withdraw slowly.  These are very dangerous drugs, you my think it helps, but you will pay he'll being on any  benzodizapines.  If you don,t believe this, go towww.benzo.org read dr (prof) ashton,s Manuel.   You will suffer the depth of he'll if you don,t get off these.  .	No comment.
	I had no treatment benefits. Did not stop the sweating, but I started bleeding vaginally quite heavy. I hadn't had a period in 6 years. Then this happened. I also had some mild cramping like you get when your period is going to start. Bright red blood, some clotting as well. Went off of of prempro after 33 days. I am still bleeding but I have been told that this will stop now that I have stopped prempro........also I suggest you look online and get informed about the severe side effects........my doctor in the end stated that she would never take them........would have been nice if she told me this before I did and when she prescribed them for me.	treated for heavy hot flashes and night sweats
	I didn't see any benefits, what else can I say? I had to take this to counteract the side effects of clindamycin.	3 pills a day for two weeks, symptoms came back, took it 4 more days and then, knowing what would be in store for me if I took it; I found that I could not force myself to take even one more pill.
	seizures dissipated	Began with Keppra 1000mg..wasn't enough to control seizure activity - increased to 1500 mg per day and was non-functional. Reduced to 1000 mg per day and sought alternative methods..research by Harvard showed magnesium deficit in those with seizure disorders..began magnesium injections and increased essential fatty acids..through proper nutrition, supplementation and accupuncture, no more seizure medication and seizure free...do want to note that seizures began during the spraying of the neurotoxin anvil for the West Nile virus.
	At first I started with the 65 mg dose for about a month and it really helped my skin. All acne was reduced. I think during this first month though is when I started to build up reactors and an allergy to this medication.	I am going to see the doctors again today because there is no improvement whatsoever.
	none!!!!	stated off with 5mg & gradually increased
	improved some symptoms: cold intolerance; carbs cravings; gives energy for a short periods of time (2-3 weeks) after increasing the dose;	I was taking 50 mcg of generic Synthroid at the mornings 30-40 minutes before breakfast. The dose was increased gradually every 2 month as my thyroid was drastically decreasing its activity and symptoms reoccured. The doses of 100 mcg and later 112 mcg were taken sublingually twice a day 30-40 minutes before breakfast and lunch. Contraceptives MIN-OVRAL and supplements of Ca, Mg and iron were taken at the evening to avoid the interractions.
	the treatment was to help lower my colesterol levels, i only took it for two weeks so i did not benefit from taken this treatment,	1 to be taken daily, i only took this medication for two weeks after which i stopped taking it, the side effects that i had been suffering then stopped.
	By taking Yasmin I did not get pregnant, as it did act as a proper birth control method.  However the side effects outweighed the benefits and I was forced to switch to a new form of birth control. I would NEVER recommend this type of birth control.	1 pill daily for 21 days and then a week break.
	None	Took one 40 mg pill at 8:45 in the morning.  By 9:30 am I could not breathe and 911 was called.  I lost consciousness before I was placed in the ambulance.  I awoke in the ER and was told that I NEVER should have been prescribed this medication.
	it lowered my b/p	The effects of this drug in my oppinion almost killed me I no longer take it and doing good.
	The drug stabilized my rapid cycling.  It facilitated my reducing alcohol consumption to decrease my hypomanic symptoms.	"QD A.M.: 150 mg Wellbutrin

QD A.M.: 100 mg Lamictal"
	The medicine did not work on her head  ache--she had it all day long.	She took one pill at the Doctors office and she took one home to take.  She died some time that night.  I think it was too much medication and combination of different medicines.  I miss her so much. July 17, 2009
	I had no benefits from this medication, if anything it added more problems for me. It never once relieved my pain in my ankle. Darvacet helped my ankle more then this medication. Even though I was switching because Darvacet was losing its effectiveness it would have been tons better to stay on Darvacet for all the bad Tramadol did for me.	I had an ankle accident at a job. I had this injury for a long time.There isn't much that can be done for it. So I will be on pain medication for the rest of my life. I had taken Darvacet for about 6 years before it lost its effectiveness. Tramadol was only the second pain medication I had ever tried. My doctor thought it would help me. I had never heard about it before. I never once thought I would have such a bad reaction to it. After taking almost 8 Darvacet a day I was ready to try anything else. I just wish for people to be very careful with Tramadol I don't want anyone else going through what I did.
	Lowered blood pressure too much.	93 year old woman with high blood pressure was experiencing skin problems.  No other health issues.  When switched to Norvasc, problems with skin increased dramatically and rapidly.
	none	Took when then on set of a migraine was felt.
	Non that were apparent.	Started at 100 mg/day, upward to 300 mg as tolerated.
	lowered cholesterol	The doctor perscribed the Lipitor for my high cholesterol.  I questioned it because though my overall chloesterol was high, my HDL was high and my triglycerides were very low.  Lipitor lowered both LDL and HDL.
	The patient did wake up more refreshed in the morning and didn't have to take the usual hour - 2 hour naps after work.  They didn't feel tired during the day anymore	Everything noteworthy has been described above.
	No seizures	After increasing dosing frequency to twice daily, abdominal cramping and then severe diarrhea, medication had to be stopped.
	Has brought BP down to 128/85	I'm going to see a new doctor and insist I be taken off this medication.  My entire quality of life has decreased since starting this drug.  It starts very slow but the longer I have been on it the worse the symptoms have become.  I think it becomes more toxic with time.
	None.	10mg (half a pill) each morning
	Started to fell seasonal depression clear with about a week.	I tried to stay on the drug long enough for side effects to pass, but unfortunately afer I fainted at church, I figured it wasn't worth it.  I do believe if I had been able to wait out the side effects, it would have helped to seasonal depression.
	to lower cholesterol	simvastatin for cholesterol
	This drug was prescribed because my daughter has had adverse side effects from penicillin based antibiotics (trunk rash/hives from amoxicillin for an ear infection). She had a sinus infection that we couldn't get rid of with natural remedies (salt water flush, tea, elevated sleeping) so we went the antibiotic route.	Our daughter completed her treatment with a z pack.
	The drug was prescribed for pain, and it worked to dull post op pain.	After 1 day of oxycontin and the ensuing constipation, I switched to 800 mg of ibuprofen. While not as effective for the pain, the constipation was alleviated. Overall, the ibuprofen was better for me.
	Eliminated or reduced symptoms of anxiety - eliminated heart palpitations and shortness of breath. Provided a general feeling of calm.	I believe I have already done so.
	The amoxicillin got rid of my tooth infection very quick	They prescribed to me for my tooth infection , side effects set in after about 3 days if taking them
	An increase of bone density after a year so I was told I went from being a sever case of osteoporosis to moderate.  I took Fosamax from 2003 to 2007, when my gynocologist switched me to Boniva.  From what I've heard lately, Merck knew of this problem but would not publish information regarding what could happen to other bones.	Surgery and rod implanted in my right leg, thigh to knee.  It is also a long recovery and rehabilitation from walker to crutches and cane.  I am taking calcium (Jarrow's Bone-up) twice daily, 50,000 units Vit D weekly, and will have a variety of tests regarding Niacin in about 2 weeks as a follow-up with my primary physician.
	skin and joints were better	an iv infusion in the doctor's office.
	nothing....I think I am getting worse! I dont know what else to write, I just dont get better!..I am so dissappointed, I feel my eyes tired and dry easily, I get tired so fast and my lips are dry the whole day!	"twice a day DOXI 100 mg...plus face creams..

I wash my face carefully everyday, I exercise (jogging) but it is the same and even worse, my face gets red and have several bumps in my whole chics...hate it! :("
	It was the first product I ever tried that actually stopped my desire to quit smoking. Unfortunately due to the severe allergic reaction I had I was no longer able to take it.	I took the Zyban for three weeks and it helped me to quit smoking, but the side effects/allergic reaction was to severe to continue.
	At first it helped.	"I was diagnosed with COPD about 12 years ago. I started taking Advair about eight years ago. During the course of treatment I tried Spiriva, but had to stop because it was very drying. At one time I was taking Singulair, but that didn't seem to do much of anything. So I quit that. Throughout the entire period I have used Duoneb and Zyrtec. I think I was originally put on 250/50 Advair. That was increased, some years back, to 500/50, and about two years ago reduced back to 250/50. At all times I used the Advair twice a day.



My pulmonologist (also primary care physician) was not much help when I developed side effects, nor did he suggest a substitute treatment when I had to stop using Advair. I went to another doctor who treated me for adrenal fatigue and had me take natural anti-inflammatories and mucolytics to replace the Advair. I still take Duoneb and Zyrtec. I stopped taking the Advair one year ago. I am just now recovering from the adrenal problem. My COPD has not worsened."
	None. Due to side effects I was only able to take a single dose. I am now hoping that I do not have permanent damage from the single dose. Time will tell.	In order to counteract the side effects I took Benadryl for a possible allergic reaction and Prednisone to reduce inflammation. Had to take 2 Tylenol every 6 hours for pain. This drug has not had anywhere near enough testing. In the aftermath of my experience I have now heard for 4 seperate people that they know or heard of someone with a bad Boniva experience. This drug was once a solvent / cleaning product in industry. How on earth did it ever get fed to mammals to see the effect on bone loss / bone growth? I will never take it again, even if I wind up only 4 feet tall. It is a horrible drug.
	None. Ended up in the hospital. Could have died within 15 minutes. This drug is dangerous. Couldn't talk, passed out and was rushed to hospital. NEVER HAD SUCH AN EXPERIENCE WITH A DRUG. It took several IV'S before I started to feel a little better. This medicine has long lasting effects on your body. Had problems thinking, had feelings of fear and walked like I was drunk. No I don't drink. I would never reccommend this medicine to anyone.	"I don't remember everything for I had passed out. Needed oxygen, had epipen,

benedryl and prednisonle(sp) through several IV'S."
	none	This drug is poison and should not be given to children.  My daughter was prescribed this for mild asthma.  Doctors don't know or don't care about the dangerous, life-threatening side effects of this drug.  This is Merck's biggest money maker.  There are much more effective, less dangerous treatments for asthma.  Spread the word.  Get active.
	I was not able to take the drug long enough to know its benefits.	I took 3 pills.  That is all.
	There were no treatment benefits, only side effects.Albuterol HFA made it so difficult for me to breathe, I had to use the discontunued albuterol (in the light blue dispenser)to recover.  I'm very worried I won't survive the change.	Prescribed as needed up to for times a day.
	i thought the uti cleared up but last night i began to feel symtpoms that it has returned.	I went to urgent care because i was having severe kidney pain and i found blood in my urine.  The dr. too found blood and protien and suggested this drug.   I mentioned that i rarely take even and aspirin and am prone to side effects.  I also mentioned that a week earlier i had bloodwork done and it showed an inflamed liver.  I waited for the office to call me with the results which they never did.  Finally i called and they said they had lost my number, but yes indeed i did have a UTI.  (8 days later). I mentioned that i was having severe side effects and before i said what they were, they said, "It doesn't sound related to the drug".  It was an apprubt brush off.  Will these sypmtoms ever go away?  What is the time frame?
	The only time I didn't want to smoke was when I was so nauseous and or throwing up after taking the medication. I seemingly derived no benefit from the use of this medication.	I was to be on this course of treatment for a possible 12 weeks....From the onset of treatment, I experienced every one of the adverse effects and was told that after a few weeks they would subside...So was not the case in my situation...I finally gave up as my life was severely impacted by using this medication.
	Mirapex: tremor control	Subsequently: he got DBS implanted and has been able to reduce the Mirapex - BUT THE DAMAGE IS DONE
	Emotions were somewhat blunted. Less moodiness.	"I was on Zoloft for about 2 years total. I am extremely sensitive to medication, so I started at a dose of 25 mgs. and slowly titrated up to 100 mgs. I was unaware that this was probably too high of a dose for me. It subsequently caused me to start taking other prescriptions to mitigate some side effects. My doctor prescribed Ritalin and Focalin for the lethargy and fatigue side effects that I experienced during the day, and Ambien for the insomnia that Zoloft caused. I am still on Ambien to this day. 



The worst effect of Zoloft came when I tried to get off of it. It was total, utter hell. I have since found out that this is euphemistically called, ""discontinuation Syndrome."" 



I first cut the dose down to 50 mgs. and did not experience problems. I then slowly titrated down over several months until I came off of it completely. Over the next few weeks, I started experiencing strange, tingling sensations down my body, panic attacks, (which I had never experienced before), and extreme nausea - which became so bad, I lost 20 pounds in 6 weeks. This was all extremely traumatic as I am a type 1 diabetic who needs to eat to balance the insulin I take. The panic attacks got so bad, I had to be on Xanax XR everyday for months. I could not function normally or work. I tried to stick it out because I didn't want to go back on an SSRI after all the trouble and side effects it caused. I went to a MD who was also an alternative care specialist, thinking he could give me St. Johns Wort and I could manage with that until I got over the physical side effects of the SSRI, but it didn't work. I eventually had to go back on an SSRI just to function normally. I am on Lexapro now. I managed to be drug free for the first 40 years of my life (except for insulin), and now because of the aftermath of Zoloft, I am on Ambien, Lexapro, and Valium occasionally for anxiety. To top that off, the alternative doctor put me on a supplement that ended up being an anabolic steroid (which he called a 'nutritional supplement' and I ended up having to go on even more medication to fight the side effects that I incurred from that. All because of Zoloft. I will regret taking it the rest of my life."
1	Ineffective
3	Highly Effective
1	Ineffective
2	Considerably Effective
1	Ineffective
1	Ineffective
5	Moderately Effective
1	Highly Effective
2	Considerably Effective
10	Highly Effective
1	Considerably Effective
1	Highly Effective
1	Considerably Effective
1	Moderately Effective
1	Ineffective
3	Ineffective
1	Ineffective
1	Considerably Effective
1	Ineffective
1	Highly Effective
1	Ineffective
1	Ineffective
1	Ineffective
1	Ineffective
7	Considerably Effective
1	Ineffective
10	Highly Effective
1	Ineffective
2	Considerably Effective
1	Ineffective
1	Moderately Effective
1	Highly Effective
1	Marginally Effective
1	Marginally Effective
3	Moderately Effective
1	Ineffective
1	Considerably Effective
1	Ineffective
1	Ineffective
1	Highly Effective
1	Highly Effective
1	Highly Effective
5	Highly Effective
1	Ineffective
1	Ineffective
1	Moderately Effective
1	Ineffective
1	Marginally Effective
1	Ineffective
1	Ineffective
2	Considerably Effective
1	Highly Effective
1	Ineffective
1	Ineffective
7	Considerably Effective
2	Marginally Effective
1	Marginally Effective
1	Ineffective
1	Highly Effective
8	Considerably Effective
1	Highly Effective
1	Ineffective
1	Marginally Effective
1	Ineffective
1	Ineffective
1	Moderately Effective
3	Moderately Effective
3	Considerably Effective
1	Ineffective
1	Ineffective
1	Ineffective
1	Considerably Effective
3	Moderately Effective
1	Ineffective
1	Marginally Effective
1	Ineffective
3	Highly Effective
1	Ineffective
2	Highly Effective
1	Marginally Effective
1	Ineffective
1	Considerably Effective
10	Highly Effective
1	Ineffective
1	Considerably Effective
3	Marginally Effective
1	Ineffective
1	Highly Effective
2	Moderately Effective
1	Ineffective
1	Considerably Effective
1	Ineffective
1	Ineffective
1	Moderately Effective
1	Ineffective
2	Marginally Effective
2	Considerably Effective
1	Considerably Effective
1	Ineffective
1	Ineffective
1	Ineffective
1	Moderately Effective
1	Ineffective
1	Moderately Effective
1	Ineffective
1	Highly Effective
1	Moderately Effective
1	Ineffective
2	Moderately Effective
1	Considerably Effective
5	Considerably Effective
1	Moderately Effective
1	Considerably Effective
1	Ineffective
1	Ineffective
1	Ineffective
3	Considerably Effective
1	Considerably Effective
1	Marginally Effective
1	Considerably Effective
4	Highly Effective
1	Ineffective
1	Ineffective
1	Moderately Effective
1	Ineffective
1	Highly Effective
1	Ineffective
1	Ineffective
1	Marginally Effective
1	Considerably Effective
6	Marginally Effective
1	Considerably Effective
1	Marginally Effective
1	Moderately Effective
1	Ineffective
1	Marginally Effective
1	Highly Effective
2	Highly Effective
1	Ineffective
1	Ineffective
1	Ineffective
1	Highly Effective
1	Ineffective
1	Moderately Effective
1	Moderately Effective
1	Ineffective
1	Ineffective
1	Moderately Effective
1	Ineffective
1	Ineffective
1	Moderately Effective
3	Considerably Effective
1	Highly Effective
2	Moderately Effective
1	Marginally Effective
2	Moderately Effective
1	Moderately Effective
1	Ineffective
2	Considerably Effective
1	Considerably Effective
2	Ineffective
1	Moderately Effective
7	Highly Effective
2	Ineffective
2	Considerably Effective
1	Marginally Effective
1	Ineffective
1	Ineffective
1	Ineffective
1	Moderately Effective
1	Ineffective
1	Ineffective
1	Ineffective
1	Highly Effective
1	Ineffective
